COMPANY_ID,ASX_TICKER,COMPANY_NAME,GICS_SECTOR,GICS_INDUSTRY,MARKET_CAP_AUD,HQ_CITY,HQ_COUNTRY,EMPLOYEE_COUNT,WEBSITE_URL,CAREERS_URL,IR_URL,BLOG_URL,GOVERNANCE_URL,ANNUAL_REPORT_URL
09c305bf96a384b7,TUA.AX,Tuas,Communication Services,,,,AU,,https://www.tuas.com.au/,https://www.tuas.com.au/careers,https://www.tuas.com.au/investors,https://www.tuas.com.au/blog,https://www.tuas.com.au/governance,https://www.tuas.com.au/investors
70e7aba6d9dc6b24,TWE.AX,Treasury Wine Estates,Consumer Staples,,,,AU,,https://www.treasury.com/,https://www.treasury.com/careers,https://www.treasury.com/investors,https://www.treasury.com/blog,https://www.treasury.com/governance,https://www.treasury.com/investors
0cff2005a1f69cde,VAU.AX,Vault Minerals,Materials,,,,AU,,https://vault.com/,https://vault.com/careers,https://vault.com/investors,https://vault.com/blog,https://vault.com/governance,https://vault.com/investors
d47a257f5f6f366e,VCX.AX,Vicinity Centres,Real Estate,,,,AU,,https://www.vicinity.com.au/,https://www.vicinity.com.au/careers,https://www.vicinity.com.au/investors,https://www.vicinity.com.au/blog,https://www.vicinity.com.au/governance,https://www.vicinity.com.au/investors
d40541189f7b986c,VEA.AX,Viva Energy,Energy,,,,AU,,,,,,,
a860255a6e7e5679,VGN.AX,Virgin Australia Holdings,Industrials,,,,AU,,,,,,,
7606d3366f4e9875,VNT.AX,Ventia Services Group,Industrials,,,,AU,,https://www.ventia.com/,https://www.ventia.com/careers,https://www.ventia.com/investors,https://www.ventia.com/blog,https://www.ventia.com/governance,https://www.ventia.com/investors
fefed92b51fe82fc,WAF.AX,West African Resources,Materials,,,,AU,,https://www.west.com.au/,https://www.west.com.au/careers,https://www.west.com.au/investors,https://www.west.com.au/blog,https://www.west.com.au/governance,https://www.west.com.au/investors
9846b81916130c28,WAM.AX,WAM Capital,Financials,,,,AU,,https://www.wam.com/,https://www.wam.com/careers,https://www.wam.com/investors,https://www.wam.com/blog,https://www.wam.com/governance,https://www.wam.com/investors
cd6b0542eb1ab9a1,WBC.AX,Westpac,Financials,,,,AU,,https://www.westpac.com.au/,https://www.westpac.com.au/careers,https://www.westpac.com.au/investors,https://www.westpac.com.au/blog,https://www.westpac.com.au/governance,https://www.westpac.com.au/investors
3ecca4a1ae74792d,WDS.AX,Woodside Energy Group,Energy,,,,AU,,https://www.woodside.com/,https://www.woodside.com/careers,https://www.woodside.com/investors,https://www.woodside.com/blog,https://www.woodside.com/governance,https://www.woodside.com/investors
17587b026a3b9821,WES.AX,Wesfarmers,Consumer Discretionary,,,,AU,,https://www.wesfarmers.com.au/,https://www.wesfarmers.com.au/careers,https://www.wesfarmers.com.au/investors,https://www.wesfarmers.com.au/blog,https://www.wesfarmers.com.au/governance,https://www.wesfarmers.com.au/investors
594401232139cff9,WGX.AX,Westgold Resources,Materials,,,,AU,,https://www.westgold.com.au/,https://www.westgold.com.au/careers,https://www.westgold.com.au/investors,https://www.westgold.com.au/blog,https://www.westgold.com.au/governance,https://www.westgold.com.au/investors
583c476e80279a19,WHC.AX,Whitehaven Coal,Energy,,,,AU,,https://www.domainnames.com.au/premium-domains/whitehaven.com.au?src=whitehaven.com.au&type=direct,https://www.domainnames.com.au/premium-domains/whitehaven.com.au?src=whitehaven.com.au&type=direct/careers,https://www.domainnames.com.au/premium-domains/whitehaven.com.au?src=whitehaven.com.au&type=direct/investors,https://www.domainnames.com.au/premium-domains/whitehaven.com.au?src=whitehaven.com.au&type=direct/blog,https://www.domainnames.com.au/premium-domains/whitehaven.com.au?src=whitehaven.com.au&type=direct/governance,https://www.domainnames.com.au/premium-domains/whitehaven.com.au?src=whitehaven.com.au&type=direct/investors
02cc90ad62ed4b59,WLE.AX,WAM Leaders,Financials,,,,AU,,https://www.wam.com/,https://www.wam.com/careers,https://www.wam.com/investors,https://www.wam.com/blog,https://www.wam.com/governance,https://www.wam.com/investors
e09bc554018dfbdb,WOR.AX,Worley,Energy,,,,AU,,https://www.worley.com/,https://www.worley.com/careers,https://www.worley.com/investors,https://www.worley.com/blog,https://www.worley.com/governance,https://www.worley.com/investors
15d680677bca4435,XYX.AX,"Block, Inc.",Financials,,,,AU,,https://www.block.com.au/,https://www.block.com.au/careers,https://www.block.com.au/investors,https://www.block.com.au/blog,https://www.block.com.au/governance,https://www.block.com.au/investors
5ff7b545a955f416,YAL.AX,Yancoal Australia,Materials,,,,AU,,https://www.yancoal.com.au/,https://www.yancoal.com.au/careers,https://www.yancoal.com.au/investors,https://www.yancoal.com.au/blog,https://www.yancoal.com.au/governance,https://www.yancoal.com.au/investors
ff7bbda711f593bc,ZIM.AX,Zimplats Holdings,Materials,,,,AU,,https://zimplats.com/,https://zimplats.com/careers,https://zimplats.com/investors,https://zimplats.com/blog,https://zimplats.com/governance,https://zimplats.com/investors
2cb3c9097e3ef4ab,ZIP.AX,Zip,Financials,,,,AU,,https://zip.com/,https://zip.com/careers,https://zip.com/investors,https://zip.com/blog,https://zip.com/governance,https://zip.com/investors
